identifier,identifier 2,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_name 6,publisher,placeOfOrigin 1,placeOfOrigin 2,placeOfOrigin 3,placeOfOrigin 4,date_publication,subject_geographic 1,subject_topical 1,subject_topical 2,subject_topical 3,object_in_context_url,item_type,form,date_text,date_single_start,date_end,date_qualifier,public_note,rights,collection_title,collection_identifier,shelf_locator,record_source,repository,language,title,project_title,abstract,name,role
spc_4031,0012_000067_000375_0001,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",,,http://kiva.lib.utk.edu/spc/items/show/4031,still image,photographs | http://vocab.getty.edu/aat/300046300,09/01/86,1986-09-01,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,East Tennessee University,Special Collections Online,"View of students on the ""Hill"" at East Tennessee University. Visible buildings include North College, South College, and Old College.","Cochran, William C. (William Cox), 1848-1936 | URI: http://id.loc.gov/authorities/names/n81147083 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4495,0012_000463_000221_0001,,,,,,,,,,,,,,Great Smoky Mountains (N.C. and Tenn.) | http://id.loc.gov/authorities/subjects/sh85057008,,,http://kiva.lib.utk.edu/spc/items/show/4495,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 7, Great, (New Number = 98)",Special Collections Online,Glass slide of the Great Smoky Mountains in the winter,Knoxville Garden Club | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3989,0012_000067_000333_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Aerial Views,,http://kiva.lib.utk.edu/spc/items/show/3989,still image,photographs | http://vocab.getty.edu/aat/300046300,1965,1965,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,View of Downtown Knoxville,Special Collections Online,"View of central Knoxville. This image shows the Baptist Hospital on the south side of the Tennessee River, the river itself, and various buildings in downtown Knoxville.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4178,0012_000067_000522_0001,Souvenir Post Card Co.,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",,,http://kiva.lib.utk.edu/spc/items/show/4178,still image,photographs | http://vocab.getty.edu/aat/300046300,1907,1907,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,View Down Hill Avenue,Special Collections Online,View down Knoxville's Hill Avenue. Visible are an unidentified cross street and private residence.,,
spc_3534,0012_000106_000305,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3534,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 1, Folder 15","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Governor Rye,Special Collections Online,Governor Rye,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4483,0012_000463_000208_0001,,,,,,,,,,,,,,"Gardens, American | http://id.loc.gov/authorities/subjects/sh85053123",,Knoxville (Tenn.)--History | http://id.loc.gov/authorities/subjects/sh00007640,http://kiva.lib.utk.edu/spc/items/show/4483,still image,photographs | http://vocab.getty.edu/aat/300046300,1925 - 1930,1925,1930,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,"Box 1, Folder 85","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,View of Louise (Lennon) Craig's Home and Garden,Special Collections Online,"Louise Lennon married John James Craig (president of the Candoro Marble Company and the J. J. Craig Company) in Knoxville, Tennessee on October 11, 1919. The couple lived on Lyons View Pike, where Louise Craig maintained this garden.",Jim Thompson Company | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3895,0012_000067_000239_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--History | http://id.loc.gov/authorities/subjects/sh00007640,,http://kiva.lib.utk.edu/spc/items/show/3895,still image,photographs | http://vocab.getty.edu/aat/300046300,1880,1880,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Samuel Cowan Estate,Special Collections Online,View of the Samuel Cowan Estate on Kingston Pike.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3641,0012_000106_000412,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3641,still image,photographs | http://vocab.getty.edu/aat/300046300,08/16/61,1961-08-16,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 5, Folder 5","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,UT - India Program,Special Collections Online,,"University of Tennessee, Knoxville. Photographic Center | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4813,cw010436,,,,,,,,,,,,,,Women,Artwork,,http://kiva.lib.utk.edu/spc/items/show/4813,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Figure Drawing of a Woman,Special Collections Online,"Figure study, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4069,0012_000067_000413_0001,,,,,,,,,,,,,,Knoxville (Tenn.)--Pictorial Works,Lumber trade--Tennessee,,http://kiva.lib.utk.edu/spc/items/show/4069,still image,photographs | http://vocab.getty.edu/aat/300046300,1880 - 1900,1880,1900,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Knoxville, Tennessee","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Stereoview of Lumber Wagon,Special Collections Online,"View of an unidentified lumber wagon in the Knoxville area. According to Victor Hyde, lumber was a key Knoxville industry during the city's development, although the mills processed increasing amounts of imported lumber as the local supply became depleted.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3749,0012_000106_000520,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3749,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 9, Folder 17","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Appalachian Exposition,Special Collections Online,,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3643,0012_000106_000414,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3643,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 5, Folder 9","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,College of Law,Special Collections Online,,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4987,cw0204179,,,,,,,,,,,,,"Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027 | Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027 | Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027",Yearbooks | http://id.loc.gov/authorities/subjects/sh85149058,,Artwork,http://kiva.lib.utk.edu/spc/items/show/4987,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Yearbook Illustrations in Ink: Sports,Special Collections Online,"Illustration, inks","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4128,0012_000067_000472_0001,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4128,still image,photographs | http://vocab.getty.edu/aat/300046300,2001,2001,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Knoxville Street View,Special Collections Online,View on Knoxville's Gay Street. This image was taken near the the site of the Hope Brothers' Jewelry Store and shows the clock that has stood outside the establishment for many years.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4270,0012_000067_000614_0001,,,,,,,"Frank H. McClung Museum, University of Tennessee","Knoxville, TN",,,,1991,,,,,http://kiva.lib.utk.edu/spc/items/show/4270,still image,photographs | http://vocab.getty.edu/aat/300046300,1905,1905,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 8","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Gay Street,Special Collections Online,"View on Gay Street, long one of Knoxville's major thoroughfares. Visible businesses include Perrow's Saloon and Miller & Kephart Real Estate.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3771,0012_000106_000547_0001,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3771,still image,photographs | http://vocab.getty.edu/aat/300046300,1945 - 1960,1945,1960,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 8, Folder 50","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Students in Strong Hall,Special Collections Online,"Sophronia Strong Hall (known colloquially as ""Sophie's"") was built in 1925 when the University found itself in need of a larger women's dormitory. Benjamin Rush Strong (1848-1915) had left the University $30,000 in his will for the purpose on the condition that the resulting building be named after his mother, Sophronia (Marrs) Strong, and that a wildflower garden be planted every spring in her memory. Several wings were added in the 1950s, each named after one of the first co-eds to attend the University. Sophronia Strong's ghost was said to watch over the Hall's residents, appearing as a lady dressed in white on her birthday (February 17) and perpetrating various harmless pranks. The last residents of the hall moved out after the 2008 Spring Semester and the building was put to other uses.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
